formula_id,spec,semantics,algorithm,mode,n_samples,m_runs,avg_total_s,avg_per_sample_s,avg_per_sample_us,temporal_depth
18,"G[0,1700.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005182409219983129,2.5912046099915645e-07,0.2591204609991564,1700.0
19,"G[0,1800.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005036671660027423,2.5183358300137116e-07,0.25183358300137115,1800.0
20,"G[0,1900.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.0052164149199870734,2.608207459993537e-07,0.2608207459993537,1900.0
21,"G[0,2000.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005186867460010945,2.5934337300054723e-07,0.2593433730005472,2000.0
22,"G[0,2100.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005069920080013617,2.5349600400068085e-07,0.25349600400068084,2100.0
23,"G[0,2200.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.0051789808399917096,2.589490419995855e-07,0.25894904199958546,2200.0
24,"G[0,2300.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005118242540011125,2.5591212700055624e-07,0.25591212700055627,2300.0
25,"G[0,2400.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.0051754266200168784,2.587713310008439e-07,0.2587713310008439,2400.0
26,"G[0,2500.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005051944999986517,2.5259724999932587e-07,0.25259724999932587,2500.0
27,"G[0,2600.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005316934999996192,2.658467499998096e-07,0.2658467499998096,2600.0
28,"G[0,2700.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.00531500754001172,2.6575037700058604e-07,0.265750377000586,2700.0
29,"G[0,2800.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005463179239986857,2.7315896199934285e-07,0.27315896199934286,2800.0
30,"G[0,2900.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.00530009327998414,2.65004663999207e-07,0.265004663999207,2900.0
31,"G[0,3000.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005342962500030808,2.671481250015404e-07,0.2671481250015404,3000.0
32,"G[0,3100.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005403943300007086,2.701971650003543e-07,0.2701971650003543,3100.0
33,"G[0,3200.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005447862499995609,2.7239312499978043e-07,0.2723931249997804,3200.0
34,"G[0,3300.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005378527520006174,2.689263760003087e-07,0.26892637600030866,3300.0
35,"G[0,3400.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.0053078583600017736,2.653929180000887e-07,0.2653929180000887,3400.0
36,"G[0,3500.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.0053952382600118655,2.6976191300059325e-07,0.26976191300059327,3500.0
37,"G[0,3600.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005368405680014803,2.6842028400074014e-07,0.26842028400074014,3600.0
38,"G[0,3700.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005344039939996037,2.6720199699980185e-07,0.26720199699980185,3700.0
39,"G[0,3800.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005435789139969529,2.7178945699847647e-07,0.27178945699847645,3800.0
40,"G[0,3900.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005341121640012716,2.670560820006358e-07,0.2670560820006358,3900.0
41,"G[0,4000.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005421659219982757,2.710829609991379e-07,0.27108296099913787,4000.0
42,"G[0,4100.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005405254219995186,2.702627109997593e-07,0.2702627109997593,4100.0
43,"G[0,4200.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005322524160005742,2.6612620800028706e-07,0.2661262080002871,4200.0
44,"G[0,4300.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005324776719994588,2.662388359997294e-07,0.2662388359997294,4300.0
45,"G[0,4400.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005315119180013425,2.6575595900067124e-07,0.2657559590006712,4400.0
46,"G[0,4500.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005333243380000567,2.6666216900002834e-07,0.2666621690000283,4500.0
47,"G[0,4600.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005367725079986485,2.6838625399932423e-07,0.26838625399932425,4600.0
48,"G[0,4700.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005386786699996264,2.693393349998132e-07,0.2693393349998132,4700.0
49,"G[0,4800.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005375181599988537,2.6875907999942685e-07,0.26875907999942683,4800.0
50,"G[0,4900.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005294951620012398,2.647475810006199e-07,0.2647475810006199,4900.0
51,"G[0,5000.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005194061740025973,2.597030870012986e-07,0.2597030870012986,5000.0
52,"F[0,1.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.0046827817199709895,2.3413908599854948e-07,0.2341390859985495,1.0
53,"F[0,100.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005104720799999995,2.5523603999999977e-07,0.2552360399999998,100.0
54,"F[0,200.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005177742479982044,2.588871239991022e-07,0.2588871239991022,200.0
55,"F[0,300.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005105014140012827,2.5525070700064135e-07,0.25525070700064134,300.0
56,"F[0,400.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005220534080008292,2.6102670400041463e-07,0.2610267040004146,400.0
57,"F[0,500.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005133565900018766,2.566782950009383e-07,0.2566782950009383,500.0
58,"F[0,600.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005145622440004445,2.5728112200022227e-07,0.2572811220002223,600.0
59,"F[0,700.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005386647519981125,2.6933237599905623e-07,0.26933237599905624,700.0
60,"F[0,800.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005285763399992902,2.642881699996451e-07,0.2642881699996451,800.0
61,"F[0,900.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005370842499983155,2.6854212499915776e-07,0.26854212499915775,900.0
62,"F[0,1000.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005365098319994104,2.682549159997052e-07,0.2682549159997052,1000.0
63,"F[0,1100.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005280427560010139,2.640213780005069e-07,0.2640213780005069,1100.0
64,"F[0,1200.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.00532320588001312,2.66160294000656e-07,0.266160294000656,1200.0
65,"F[0,1300.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.0053488408399971375,2.6744204199985687e-07,0.2674420419998569,1300.0
66,"F[0,1400.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005289865059962722,2.644932529981361e-07,0.2644932529981361,1400.0
67,"F[0,1500.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005292509899991273,2.6462549499956364e-07,0.26462549499956367,1500.0
68,"F[0,1600.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005262925039992297,2.6314625199961485e-07,0.26314625199961483,1600.0
69,"F[0,1700.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005346919280018483,2.6734596400092416e-07,0.26734596400092414,1700.0
70,"F[0,1800.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005309152460026781,2.6545762300133906e-07,0.26545762300133907,1800.0
71,"F[0,1900.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005491354180007874,2.745677090003937e-07,0.27456770900039373,1900.0
72,"F[0,2000.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005479242419992261,2.7396212099961303e-07,0.27396212099961303,2000.0
73,"F[0,2100.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.0054749807799862535,2.7374903899931267e-07,0.2737490389993127,2100.0
74,"F[0,2200.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005515942399997584,2.757971199998792e-07,0.2757971199998792,2200.0
75,"F[0,2300.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005460037539978657,2.7300187699893285e-07,0.27300187699893286,2300.0
76,"F[0,2400.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005583957479980199,2.7919787399900995e-07,0.27919787399900997,2400.0
77,"F[0,2500.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005520597460003955,2.7602987300019776e-07,0.27602987300019777,2500.0
78,"F[0,2600.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005557784999991782,2.7788924999958907e-07,0.2778892499995891,2600.0
79,"F[0,2700.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005573002500009352,2.786501250004676e-07,0.2786501250004676,2700.0
80,"F[0,2800.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005429313280023962,2.714656640011981e-07,0.2714656640011981,2800.0
81,"F[0,2900.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005545414200005325,2.7727071000026626e-07,0.27727071000026626,2900.0
82,"F[0,3000.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005450808339992364,2.725404169996182e-07,0.27254041699961823,3000.0
83,"F[0,3100.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005507120820002456,2.753560410001228e-07,0.2753560410001228,3100.0
84,"F[0,3200.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005496901680012343,2.7484508400061713e-07,0.27484508400061713,3200.0
85,"F[0,3300.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005481694140012223,2.7408470700061114e-07,0.27408470700061116,3300.0
86,"F[0,3400.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005514719059979143,2.7573595299895713e-07,0.27573595299895715,3400.0
87,"F[0,3500.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005521825019991411,2.760912509995705e-07,0.2760912509995705,3500.0
88,"F[0,3600.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005569516719992862,2.784758359996431e-07,0.2784758359996431,3600.0
89,"F[0,3700.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005545292580004571,2.7726462900022853e-07,0.2772646290002285,3700.0
90,"F[0,3800.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005496920779978609,2.7484603899893044e-07,0.27484603899893045,3800.0
91,"F[0,3900.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.00543449413999042,2.71724706999521e-07,0.271724706999521,3900.0
92,"F[0,4000.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005234490940015348,2.6172454700076743e-07,0.2617245470007674,4000.0
93,"F[0,4100.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005246272480007974,2.6231362400039873e-07,0.2623136240003987,4100.0
94,"F[0,4200.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005224499120017754,2.6122495600088773e-07,0.26122495600088774,4200.0
95,"F[0,4300.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005156875040011073,2.5784375200055363e-07,0.25784375200055365,4300.0
96,"F[0,4400.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005269669060012348,2.634834530006174e-07,0.2634834530006174,4400.0
97,"F[0,4500.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005259287539993238,2.629643769996619e-07,0.2629643769996619,4500.0
98,"F[0,4600.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005170780019957419,2.5853900099787094e-07,0.2585390009978709,4600.0
99,"F[0,4700.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005244645860002493,2.6223229300012467e-07,0.2622322930001247,4700.0
100,"F[0,4800.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005244897540001148,2.622448770000574e-07,0.2622448770000574,4800.0
101,"F[0,4900.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.005282689999999093,2.6413449999995467e-07,0.2641344999999547,4900.0
102,"F[0,5000.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.0052677158600090476,2.633857930004524e-07,0.2633857930004524,5000.0
103,"(x < 0.0) U[0,1.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.008289831679999225,4.144915839999612e-07,0.4144915839999612,1.0
104,"(x < 0.0) U[0,100.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.026098618379996878,1.304930918999844e-06,1.304930918999844,100.0
105,"(x < 0.0) U[0,200.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.03730700752002122,1.8653503760010609e-06,1.8653503760010608,200.0
106,"(x < 0.0) U[0,300.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.05119931752001776,2.559965876000888e-06,2.559965876000888,300.0
107,"(x < 0.0) U[0,400.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.06192039748001662,3.096019874000831e-06,3.096019874000831,400.0
108,"(x < 0.0) U[0,500.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.07213370085999486,3.606685042999743e-06,3.606685042999743,500.0
109,"(x < 0.0) U[0,600.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.08618398677997448,4.309199338998724e-06,4.309199338998724,600.0
110,"(x < 0.0) U[0,700.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.09874218167997696,4.937109083998848e-06,4.937109083998848,700.0
111,"(x < 0.0) U[0,800.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.1108357258200067,5.541786291000335e-06,5.541786291000335,800.0
112,"(x < 0.0) U[0,900.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.1230066192599952,6.15033096299976e-06,6.15033096299976,900.0
113,"(x < 0.0) U[0,1000.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.1361486158599837,6.807430792999185e-06,6.807430792999185,1000.0
114,"(x < 0.0) U[0,1100.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.1501018616600095,7.505093083000475e-06,7.505093083000475,1100.0
115,"(x < 0.0) U[0,1200.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.163683490060007,8.184174503000349e-06,8.18417450300035,1200.0
116,"(x < 0.0) U[0,1300.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.17530904493999513,8.765452246999757e-06,8.765452246999757,1300.0
117,"(x < 0.0) U[0,1400.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.18686061418000008,9.343030709000005e-06,9.343030709000004,1400.0
118,"(x < 0.0) U[0,1500.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.19863253655999416,9.931626827999708e-06,9.931626827999708,1500.0
119,"(x < 0.0) U[0,1600.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.2099460324399888,1.049730162199944e-05,10.49730162199944,1600.0
120,"(x < 0.0) U[0,1700.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.22109544419999566,1.1054772209999783e-05,11.054772209999783,1700.0
121,"(x < 0.0) U[0,1800.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.2422247166000034,1.211123583000017e-05,12.111235830000169,1800.0
122,"(x < 0.0) U[0,1900.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.25931159079998906,1.2965579539999453e-05,12.965579539999453,1900.0
123,"(x < 0.0) U[0,2000.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.2842754432999982,1.421377216499991e-05,14.21377216499991,2000.0
124,"(x < 0.0) U[0,2100.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.26525605082001674,1.3262802541000838e-05,13.262802541000838,2100.0
125,"(x < 0.0) U[0,2200.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.2756828933600036,1.3784144668000182e-05,13.784144668000183,2200.0
126,"(x < 0.0) U[0,2300.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.28538811832000194,1.4269405916000097e-05,14.269405916000098,2300.0
127,"(x < 0.0) U[0,2400.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.29421156842001894,1.4710578421000948e-05,14.710578421000948,2400.0
128,"(x < 0.0) U[0,2500.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.3045120800799896,1.522560400399948e-05,15.225604003999479,2500.0
129,"(x < 0.0) U[0,2600.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.31308177002000775,1.5654088501000388e-05,15.654088501000388,2600.0
130,"(x < 0.0) U[0,2700.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.3225213107999889,1.6126065539999447e-05,16.12606553999945,2700.0
131,"(x < 0.0) U[0,2800.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.3327846482399855,1.6639232411999274e-05,16.639232411999274,2800.0
132,"(x < 0.0) U[0,2900.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.3415699609200101,1.7078498046000503e-05,17.078498046000504,2900.0
133,"(x < 0.0) U[0,3000.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.3502015466800003,1.7510077334000017e-05,17.510077334000016,3000.0
134,"(x < 0.0) U[0,3100.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.359648173300011,1.798240866500055e-05,17.98240866500055,3100.0
135,"(x < 0.0) U[0,3200.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.3683136749600135,1.8415683748000675e-05,18.415683748000674,3200.0
136,"(x < 0.0) U[0,3300.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.37836946586000975,1.891847329300049e-05,18.91847329300049,3300.0
137,"(x < 0.0) U[0,3400.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.3863587492599663,1.9317937462998317e-05,19.317937462998316,3400.0
138,"(x < 0.0) U[0,3500.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.3952401242199949,1.9762006210999744e-05,19.762006210999743,3500.0
139,"(x < 0.0) U[0,3600.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.40378428911998526,2.0189214455999264e-05,20.189214455999263,3600.0
140,"(x < 0.0) U[0,3700.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.4115300991599997,2.0576504957999985e-05,20.576504957999987,3700.0
141,"(x < 0.0) U[0,3800.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.42091128259999094,2.1045564129999546e-05,21.045564129999544,3800.0
142,"(x < 0.0) U[0,3900.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.4296821741600343,2.1484108708001713e-05,21.484108708001713,3900.0
143,"(x < 0.0) U[0,4000.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.43826194083997505,2.1913097041998754e-05,21.913097041998753,4000.0
144,"(x < 0.0) U[0,4100.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.49772044736002496,2.488602236800125e-05,24.88602236800125,4100.0
145,"(x < 0.0) U[0,4200.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.5205786250799883,2.6028931253999416e-05,26.028931253999417,4200.0
146,"(x < 0.0) U[0,4300.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.5340995508399737,2.6704977541998686e-05,26.704977541998687,4300.0
147,"(x < 0.0) U[0,4400.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.5386780482799804,2.6933902413999024e-05,26.933902413999025,4400.0
148,"(x < 0.0) U[0,4500.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.5447358315600104,2.723679157800052e-05,27.23679157800052,4500.0
149,"(x < 0.0) U[0,4600.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.5570503800200277,2.7852519001001386e-05,27.852519001001387,4600.0
150,"(x < 0.0) U[0,4700.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.5678271241999937,2.8391356209999685e-05,28.391356209999685,4700.0
151,"(x < 0.0) U[0,4800.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.5712897498999701,2.8564487494998504e-05,28.564487494998502,4800.0
152,"(x < 0.0) U[0,4900.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.5778558058800081,2.8892790294000404e-05,28.892790294000406,4900.0
153,"(x < 0.0) U[0,5000.0] (x > 0.0)",DelayedQualitative,Incremental,online,20000,50,0.5822538049800005,2.911269024900002e-05,29.11269024900002,5000.0
154,(x < 0.5) and (x > -0.5),DelayedQualitative,Incremental,online,20000,50,0.005280199259996152,2.6400996299980764e-07,0.2640099629998076,0.0
155,"G[0,1000] (x > 0.5 -> F[0,100] (x < 0.0))",DelayedQualitative,Incremental,online,20000,50,0.0094555482800115,4.72777414000575e-07,0.472777414000575,1100.0
156,"(G[0,100] (x < 0.5)) or (G[100,150] (x > 0.0))",DelayedQualitative,Incremental,online,20000,50,0.009206604999972114,4.603302499986057e-07,0.46033024999860567,150.0
1,"G[0,1.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004963238280015503,2.4816191400077517e-07,0.24816191400077517,1.0
2,"G[0,100.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.0049176558999897675,2.458827949994884e-07,0.2458827949994884,100.0
3,"G[0,200.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.00486364080004023,2.431820400020115e-07,0.24318204000201152,200.0
4,"G[0,300.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004889642539992565,2.444821269996283e-07,0.24448212699962826,300.0
5,"G[0,400.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.0048192342200127315,2.4096171100063657e-07,0.24096171100063657,400.0
6,"G[0,500.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004891343339959348,2.445671669979674e-07,0.2445671669979674,500.0
7,"G[0,600.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004893596660012918,2.446798330006459e-07,0.24467983300064589,600.0
8,"G[0,700.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004779245800018543,2.3896229000092714e-07,0.23896229000092714,700.0
9,"G[0,800.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004880226560007941,2.44011328000397e-07,0.24401132800039702,800.0
10,"G[0,900.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004867377480013602,2.433688740006801e-07,0.2433688740006801,900.0
11,"G[0,1000.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004858869260051506,2.4294346300257534e-07,0.24294346300257535,1000.0
12,"G[0,1100.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004884432459984964,2.442216229992482e-07,0.2442216229992482,1100.0
13,"G[0,1200.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.0048744059199907494,2.437202959995375e-07,0.24372029599953748,1200.0
14,"G[0,1300.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.0048062616400056865,2.403130820002843e-07,0.2403130820002843,1300.0
15,"G[0,1400.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004933077460009372,2.466538730004686e-07,0.2466538730004686,1400.0
16,"G[0,1500.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004834719999980735,2.4173599999903675e-07,0.24173599999903675,1500.0
17,"G[0,1600.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.0048365615600141606,2.41828078000708e-07,0.24182807800070802,1600.0
18,"G[0,1700.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.0046697009399758824,2.3348504699879413e-07,0.23348504699879413,1700.0
19,"G[0,1800.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.0047401183400143055,2.3700591700071528e-07,0.23700591700071527,1800.0
20,"G[0,1900.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004677148320051856,2.3385741600259277e-07,0.23385741600259277,1900.0
21,"G[0,2000.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004741071599955831,2.3705357999779156e-07,0.23705357999779156,2000.0
22,"G[0,2100.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004728492440017362,2.3642462200086808e-07,0.23642462200086808,2100.0
23,"G[0,2200.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004764471699982096,2.382235849991048e-07,0.2382235849991048,2200.0
24,"G[0,2300.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004677799159981078,2.3388995799905388e-07,0.23388995799905388,2300.0
25,"G[0,2400.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004694410899992363,2.3472054499961817e-07,0.23472054499961817,2400.0
26,"G[0,2500.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004795223400005853,2.3976117000029263e-07,0.23976117000029262,2500.0
27,"G[0,2600.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.0046918923999601245,2.3459461999800623e-07,0.23459461999800624,2600.0
28,"G[0,2700.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.00470206827997572,2.35103413998786e-07,0.23510341399878598,2700.0
29,"G[0,2800.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004749432480002725,2.3747162400013622e-07,0.23747162400013622,2800.0
30,"G[0,2900.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004691467519960497,2.3457337599802486e-07,0.23457337599802486,2900.0
31,"G[0,3000.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004783293319933364,2.391646659966682e-07,0.23916466599666822,3000.0
32,"G[0,3100.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004766223399992668,2.3831116999963342e-07,0.23831116999963342,3100.0
33,"G[0,3200.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004657885900032852,2.328942950016426e-07,0.23289429500164258,3200.0
34,"G[0,3300.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004767231660007382,2.3836158300036912e-07,0.2383615830003691,3300.0
35,"G[0,3400.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004752752520034847,2.3763762600174234e-07,0.23763762600174235,3400.0
36,"G[0,3500.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004693250800019086,2.346625400009543e-07,0.2346625400009543,3500.0
37,"G[0,3600.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004728487479960677,2.3642437399803386e-07,0.23642437399803387,3600.0
38,"G[0,3700.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.004770319160006693,2.385159580003347e-07,0.23851595800033468,3700.0
39,"G[0,3800.0] (x > 0.0)",EagerQualitative,Incremental,online,20000,50,0.00468734006003615,2.3436700300180747e-07,0.23436700300180746,3800.0
